image_index,r_theta
0,0.9079728127
1,0.8887894154
2,0.9784026146
3,0.9041414261
4,0.9101142883
5,0.9480639696
6,0.8751782179
7,0.9018094540
8,0.9137217402
9,0.8956468105
10,0.8655223846
11,0.8930694461
12,0.9114396572
13,0.8579893112
14,0.9334367514
15,0.8969178200
16,0.8928059936
17,0.8931014538
18,0.8955818415
19,0.9071266055
20,0.8832546473
21,0.9016067386
22,0.8587188125
23,0.9082452655
24,0.9197478294
25,0.9185813665
26,0.9191569090
27,0.8967771530
28,0.8939496875
29,0.8776206374
30,0.8839511275
31,0.9306356907
32,0.9274317622
33,0.8861927986
34,0.9200777411
35,0.8824470043
36,0.8904066086
37,0.8786710501
38,0.9053925276
39,0.9343595505
40,0.8813865185
41,0.8821649551
42,0.8907063007
43,0.9254208803
44,0.9208309054
45,0.9007315636
46,0.8785821795
47,0.8954789042
48,0.8855758905
49,0.9280790091
50,0.9327440262
51,0.9054878950
52,0.8798078299
53,0.9070959091
54,0.8907825947
55,0.8603205681
56,0.8702665567
57,0.8923463821
58,0.9081305265
59,0.9223583937
60,0.9429603815
61,0.8938838243
62,0.8949963450
63,0.9042518139
64,0.9400472641
65,0.8920145035
66,0.8984157443
67,0.8974756598
68,0.9090930820
69,0.8817493320
70,0.9016523361
71,0.9120903015
72,0.9103660583
73,0.9181118011
74,0.8872188330
75,0.9043113589
76,0.8848605156
77,0.8857447505
78,0.9312393069
79,0.9003979564
80,0.8828415275
81,0.9032713175
82,0.8824578524
83,0.8681728840
84,0.9028729200
85,0.9204144478
86,0.9117254019
87,0.9270054102
88,0.8896467686
89,0.9454076290
90,0.9620069265
91,0.9430705905
92,0.8730375171
93,0.8859028220
94,0.9239692092
95,0.9442654848
96,0.8915318251
97,0.9333208799
98,0.8519629240
99,0.8919989467
100,0.8921675682
101,0.8774638176
102,0.9199997783
103,0.8979891539
104,0.9591368437
105,0.8993742466
106,0.9235162735
107,0.8900133967
108,0.8726300001
109,0.8726946115
110,0.8970264792
111,0.8558332324
112,0.8572790623
113,0.8949316740
114,0.8710527420
115,0.8848935366
116,0.8950852156
117,0.8876673579
118,0.9003520012
