image_index,r_theta
0,0.9867839813
1,0.9722584486
2,1.0080311298
3,0.9839015007
4,0.9804034233
5,0.9757442474
6,0.9614347816
7,0.9663915634
8,0.9820370078
9,0.9720994830
10,0.9634319544
11,0.9608155489
12,0.9670252800
13,0.9793105125
14,0.9806969166
15,0.9684544802
16,0.9859856367
17,0.9748706818
18,0.9823780060
19,0.9820661545
20,0.9864438772
21,0.9787413478
22,0.9756609797
23,0.9710372686
24,1.0130851269
25,0.9805617332
26,0.9736697674
27,0.9750397205
28,0.9925723076
29,0.9672484398
30,0.9957588911
31,0.9920033216
32,0.9822243452
33,0.9596015811
34,0.9686977863
35,0.9662436247
36,0.9867109060
37,0.9636978507
38,0.9834491611
39,0.9876385927
40,0.9840366244
41,0.9724666476
42,0.9832382202
43,0.9790433645
44,0.9933681488
45,0.9847185612
46,1.0018477440
47,0.9640954733
48,0.9702528715
49,1.0013847351
50,0.9871436357
51,0.9911438227
52,0.9743926525
53,0.9811547995
54,0.9946431518
55,0.9863553047
56,0.9866683483
57,0.9797844291
58,0.9896078110
59,0.9642571807
60,0.9748160243
61,0.9813693762
62,0.9772142172
63,0.9835877419
64,1.0015738010
65,0.9716612101
66,0.9974654913
67,0.9896152020
68,0.9888408184
69,0.9633447528
70,0.9906122088
71,0.9820059538
72,0.9868459105
73,0.9796023369
74,0.9767142534
75,0.9936265349
76,0.9972955585
77,0.9877157211
78,0.9769964218
79,0.9868593216
80,0.9715930223
81,0.9729602337
82,0.9838894606
83,0.9821926951
84,0.9922410846
85,0.9847607613
86,0.9890830517
87,0.9978696704
88,0.9523962736
89,0.9927904606
90,0.9914888740
91,0.9855965972
92,0.9835197330
93,0.9716005325
94,1.0078706741
95,0.9816565514
96,0.9905795455
97,0.9922426939
98,0.9923455119
99,0.9852280617
100,0.9691848755
101,0.9679161310
102,0.9944474101
103,0.9879550338
104,0.9898692966
105,0.9956386089
106,0.9753165245
107,0.9860882163
108,0.9657742977
109,0.9775687456
110,0.9693436027
111,0.9513925910
112,0.9456219077
113,0.9820463061
114,0.9946879148
115,0.9806389809
116,0.9746610522
117,0.9888546467
118,0.9704064727
119,0.9910659790
120,0.9841798544
121,0.9836128950
122,0.9805992842
123,0.9977599382
124,0.9880081415
125,0.9647927284
126,0.9850833416
127,0.9708926678
128,0.9732017517
129,0.9801566005
130,0.9777142406
131,0.9930488467
132,0.9890727997
133,1.0001306534
134,0.9797183871
135,0.9926723838
136,0.9788748622
137,0.9814119339
138,0.9782953262
139,0.9796249270
140,0.9656227827
141,0.9742821455
142,0.9809039831
143,0.9811784029
144,0.9966677427
145,0.9721006751
146,0.9853190184
147,0.9874770045
148,0.9930681586
149,0.9759013057
150,0.9962266684
151,0.9990536571
152,0.9778763652
153,1.0117089748
154,0.9796843529
155,0.9976444244
156,0.9834458232
157,0.9993777275
158,0.9948422909
159,0.9890210032
160,0.9927238226
161,0.9933046103
162,0.9550539851
163,0.9708317518
164,0.9677433968
165,0.9639233351
166,1.0067560673
167,0.9810832739
168,0.9890493155
169,0.9741050005
170,0.9822754860
171,0.9738506079
172,0.9845806956
173,0.9893536568
174,0.9762840271
175,0.9780844450
176,0.9741104841
177,0.9636356235
178,0.9916641116
179,0.9904221296
180,1.0014744997
181,0.9673876166
182,0.9792022705
183,1.0064889193
184,0.9818586111
185,0.9960130453
186,0.9517609477
187,0.9910694361
188,0.9967269897
189,0.9766736031
190,0.9689755440
191,0.9859173298
192,0.9833154678
193,0.9683508873
194,0.9787580371
195,0.9819794893
196,0.9591927528
197,0.9814966917
198,0.9875291586
199,0.9845764041
200,0.9800871611
201,0.9989895821
202,0.9745123386
203,1.0032410622
204,1.0071177483
205,0.9665250182
206,0.9955557585
207,0.9859012365
208,0.9615337253
209,0.9767526388
210,1.0028607845
211,0.9871401787
212,0.9953343868
213,0.9934309721
214,0.9758183360
215,0.9883009195
216,0.9995118976
217,0.9872697592
218,0.9879228473
219,0.9799324870
220,0.9635617733
221,0.9853844047
222,0.9818567038
223,0.9884377718
224,0.9890444279
225,0.9807566404
226,0.9736312628
227,0.9745526314
228,0.9911559820
229,0.9559417963
230,0.9846936464
231,0.9813321829
232,0.9642178416
233,0.9827165604
234,0.9835208654
235,0.9657702446
236,0.9818027020
237,0.9979972839
238,0.9905910492
239,0.9801448584
240,0.9708268046
241,1.0090742111
242,1.0085544586
243,0.9957637191
244,0.9655507803
245,1.0036380291
246,0.9889273643
247,0.9783811569
248,0.9884087443
249,0.9800529480
250,0.9862987399
251,0.9904903173
252,0.9839369655
253,0.9610063434
254,0.9857806563
255,0.9857134819
256,0.9930712581
257,0.9701973796
258,0.9706842303
259,0.9863777161
260,0.9735029936
261,0.9922316074
262,0.9487873912
263,1.0038992167
264,0.9558064342
265,0.9873926640
266,0.9902505279
267,0.9737703204
268,0.9799339175
269,0.9762181640
270,0.9623691440
271,0.9914406538
272,0.9950901866
273,0.9804994464
274,0.9770309925
275,0.9966246486
276,0.9754066467
277,0.9989029765
278,0.9713422656
279,1.0066583157
280,0.9751390219
281,0.9585976005
282,0.9883681536
283,0.9782964587
284,0.9937522411
285,0.9850017428
286,0.9942802191
287,0.9687263370
288,0.9852021933
289,0.9398877025
290,0.9693927765
291,0.9650022388
292,0.9730550647
293,0.9674015045
294,0.9773168564
295,0.9731773138
296,0.9668316841
297,0.9657885432
298,0.9748215675
299,0.9887966514
300,0.9682600498
301,0.9795910120
302,0.9865392447
303,1.0056381226
304,0.9592413306
305,0.9785461426
306,0.9984447956
307,0.9897542000
308,0.9825220108
309,0.9879579544
310,0.9847507477
311,0.9543269873
312,0.9753184319
313,0.9815564156
314,0.9877381325
315,0.9611529112
316,0.9991816282
317,1.0075488091
318,0.9960139990
319,0.9785289168
320,0.9934501648
321,0.9863663912
322,0.9796716571
323,0.9854771495
324,0.9974179268
325,0.9587685466
326,0.9799220562
327,0.9878563285
328,0.9820512533
329,0.9672352672
330,1.0046837330
331,0.9804997444
332,0.9681533575
333,0.9823405147
334,0.9865440130
335,0.9580335021
336,0.9933850765
337,0.9797984362
338,0.9892839193
339,1.0141084194
340,0.9881346226
341,1.0011134148
342,0.9753424525
343,0.9749194980
344,0.9770358801
345,0.9837088585
346,0.9830161929
347,0.9864358306
348,0.9676439166
349,0.9799851775
350,0.9604843855
351,0.9888323545
352,0.9748722911
353,0.9800133705
354,1.0114824772
355,0.9735435843
356,0.9671250582
357,0.9798527956
358,0.9622792006
359,0.9663042426
360,0.9819337726
361,0.9646558762
362,0.9690340757
363,0.9941200614
364,0.9932755828
365,0.9941095710
366,0.9818125963
367,0.9899660945
368,0.9890732765
369,0.9697394371
370,0.9856280684
371,0.9730898738
372,0.9833074808
373,0.9862923622
374,0.9876049757
375,0.9842890501
376,0.9800312519
377,0.9706710577
378,0.9706604481
379,0.9757121801
380,0.9669259787
381,0.9912933707
382,1.0107398033
383,0.9846693873
384,0.9698531032
385,0.9616378546
386,0.9749292135
387,0.9910585284
388,0.9829840660
389,0.9612931013
390,0.9684049487
391,0.9912182689
392,0.9641895294
393,0.9994437099
394,0.9751378298
395,0.9670302272
396,0.9523428679
397,0.9638268352
398,0.9979905486
399,1.0029121637
400,0.9863429070
401,0.9668686390
402,0.9887329340
403,0.9782406688
404,0.9761661887
405,0.9669188857
406,0.9847421646
407,0.9734598994
408,1.0002667904
409,0.9684314132
410,0.9760447741
411,0.9911631346
412,0.9837958217
413,0.9832997322
414,0.9824748039
415,0.9917990565
416,0.9960872531
417,0.9808465838
418,0.9756412506
419,0.9782840610
420,0.9944366217
421,0.9874538183
422,0.9730190039
423,0.9707402587
424,0.9618995190
425,0.9882940054
426,1.0089958906
427,0.9864057899
428,0.9573030472
429,0.9851856232
430,0.9724549651
431,0.9708656073
432,0.9765917659
433,1.0046262741
434,1.0053136349
435,0.9959621429
436,0.9974787235
437,0.9913028479
438,0.9766936302
439,0.9684739113
440,0.9652771950
441,0.9792723656
442,0.9895404577
443,0.9783056974
444,0.9918630123
445,0.9798633456
446,0.9861750603
447,0.9652540684
448,0.9837069511
449,0.9608290195
450,0.9984817505
451,0.9774928093
452,0.9663264155
453,0.9751288295
454,0.9642507434
455,0.9848307371
456,0.9837548137
457,0.9839171171
458,0.9779280424
459,0.9754353762
460,0.9668715000
461,0.9853712916
462,0.9805481434
463,0.9888267517
464,0.9898080230
465,0.9851198196
466,0.9823035598
467,0.9890066981
468,0.9947542548
469,0.9937013388
470,0.9933382869
471,0.9843500853
472,1.0058269501
473,1.0022302866
474,0.9587785602
475,0.9887490273
476,0.9838174582
477,1.0045382977
478,1.0016082525
479,0.9851987362
480,0.9810882807
481,0.9888769984
482,0.9737582207
483,0.9743504524
484,1.0019297600
485,0.9739919901
486,0.9965233803
487,0.9971380234
488,0.9785745144
489,0.9799827933
490,0.9844368696
491,0.9487046003
492,0.9870957136
493,0.9840077162
494,1.0037833452
495,0.9909293056
496,0.9859360456
497,0.9834310412
498,0.9646153450
499,0.9758342505
500,1.0083240271
501,1.0034146309
502,0.9778140783
503,0.9788320065
504,0.9721130133
505,0.9663017988
506,0.9875928760
507,1.0111001730
508,0.9634838104
509,0.9831424952
510,0.9760607481
511,0.9718927741
512,1.0111716986
513,0.9811272621
514,0.9923109412
515,0.9867157340
516,0.9836916327
517,0.9728515148
518,0.9625389576
519,0.9865366220
520,0.9788426161
521,0.9835836291
522,0.9772261381
523,0.9780353308
524,0.9776598215
525,0.9795717001
526,0.9822234511
527,0.9690806270
528,0.9848026037
529,0.9519571066
530,1.0014839172
531,0.9895305037
532,0.9888330698
533,0.9694001079
534,0.9881875515
535,0.9749031067
536,0.9795405865
537,0.9850764275
538,0.9944803715
539,0.9869987369
540,0.9945360422
541,0.9587108493
542,1.0028038025
543,0.9749137759
544,0.9818736911
545,0.9662122726
546,0.9822978973
547,0.9940907955
548,0.9505686760
549,0.9776131511
550,0.9894024134
551,0.9910798073
552,0.9818168879
553,0.9829964638
554,0.9491877556
555,0.9693675041
556,0.9708577991
557,0.9698146582
558,0.9555048943
559,0.9769253135
560,0.9677492976
561,0.9741389155
562,0.9750975370
563,0.9962124825
564,1.0043153763
565,0.9914606810
566,0.9788842201
567,0.9875161052
568,0.9822537899
569,0.9765199423
570,0.9788922071
571,0.9690102935
572,0.9913855791
573,0.9738674164
574,0.9714743495
575,0.9733858109
576,0.9851796031
577,0.9907407761
578,0.9605338573
579,0.9888807535
580,0.9724119902
581,0.9853686094
582,0.9421752691
583,0.9666613340
584,0.9835052490
585,0.9820901752
586,0.9772278666
587,0.9937145114
588,0.9740929604
589,0.9773867130
590,0.9790453911
591,0.9956225157
592,1.0154589415
593,0.9739062190
594,0.9697655439
595,0.9844223857
596,0.9749131203
597,0.9850502014
598,0.9765707850
599,0.9859864712
600,0.9714416265
601,0.9863420725
602,0.9742110968
603,0.9813861847
604,0.9593714476
605,1.0034025908
606,1.0017728806
607,0.9635578990
608,0.9742905498
609,0.9686929584
610,1.0129255056
611,0.9712964296
612,0.9995627403
613,0.9710280299
614,0.9886879921
615,0.9806033373
616,0.9810735583
617,0.9758617282
618,0.9746891856
619,0.9876457453
620,0.9867322445
621,0.9500191212
622,0.9759814143
623,0.9889004230
624,0.9876567721
625,0.9796060324
626,0.9580425024
627,1.0002145767
628,0.9844716787
629,1.0065096617
630,0.9857717752
631,0.9931065440
632,0.9893783331
633,0.9899328947
634,0.9933515787
635,0.9836232662
636,0.9929587245
637,0.9880256653
638,0.9860293865
639,0.9656744003
640,0.9759808779
641,0.9716379642
642,0.9722079635
643,0.9896637201
644,0.9657379389
645,0.9769418240
646,0.9860416651
647,0.9935554266
648,0.9901060462
649,0.9825312495
650,0.9995117188
651,0.9685753584
652,0.9873981476
653,0.9705191851
654,0.9721603394
655,0.9578698874
656,0.9815177917
657,0.9557520151
658,1.0011011362
659,0.9639571905
660,0.9658842087
661,0.9853987694
662,0.9571970701
663,0.9867681265
664,0.9815813899
665,0.9858953953
666,0.9677299261
667,0.9875963926
668,0.9877519608
669,0.9716235995
670,0.9675223827
671,0.9564923048
672,0.9820255637
673,0.9878975153
674,0.9777793884
675,0.9843804240
676,0.9833455086
677,0.9755873680
678,0.9780558348
679,1.0086477995
680,0.9854633212
681,0.9957725406
682,0.9582745433
683,0.9912195206
684,1.0034474134
685,0.9681184292
686,0.9642826915
687,0.9748349190
688,1.0015683174
689,0.9828549623
690,0.9873121977
691,0.9618495703
692,0.9656752348
693,0.9826333523
694,0.9915417433
695,0.9825129509
696,0.9915747643
697,0.9843475223
698,0.9714828730
699,0.9773527980
700,0.9724653959
701,0.9794725180
702,0.9621953964
703,0.9806997180
704,0.9842246771
705,0.9657935500
706,0.9799730778
707,0.9865065813
708,0.9804829359
709,0.9806270599
710,0.9779202938
711,0.9713256359
712,0.9711041451
713,0.9798473120
714,0.9768996239
715,0.9850084782
716,0.9578602314
717,0.9832040668
718,0.9860125780
719,0.9936326742
720,0.9760521650
721,0.9657833576
722,0.9642764926
723,0.9990007281
724,0.9660767317
725,0.9844719768
726,0.9606757164
727,0.9790732265
728,0.9680911899
729,0.9772714376
730,0.9765647650
731,0.9744346142
732,0.9735186100
733,0.9776334763
734,0.9794425368
735,1.0024460554
736,0.9874662161
737,0.9621996284
738,0.9824490547
739,0.9606035948
740,0.9835053682
741,0.9817056656
742,0.9914049506
743,0.9764105678
744,0.9699308872
745,0.9712058902
746,0.9920463562
747,0.9671367407
748,0.9885699153
749,0.9868840575
750,1.0086578131
751,0.9843997955
752,0.9702349901
753,0.9842832088
754,0.9730741382
755,0.9948515892
756,0.9798393250
757,0.9869720340
758,0.9704390764
759,0.9732519984
760,1.0037722588
761,0.9706491232
762,0.9567276239
763,0.9602023363
764,0.9644953609
765,0.9844648242
766,0.9639193416
767,1.0082213879
768,0.9868587255
769,0.9715799093
770,0.9891449809
771,0.9832512140
772,0.9872641563
773,0.9808074236
774,0.9759928584
775,1.0037531853
776,0.9590989351
777,0.9650154114
778,0.9667646289
779,0.9816076159
780,0.9865616560
781,0.9820200801
782,0.9672712088
783,0.9776830673
784,0.9861893058
785,0.9733969569
786,0.9934606552
787,0.9919742346
788,0.9909016490
789,0.9810829163
790,0.9939615130
791,0.9637011290
792,0.9704798460
793,0.9793328643
794,0.9994139671
795,0.9573070407
796,0.9829463959
797,0.9552288055
798,0.9756121635
799,0.9686384201
800,0.9868271351
801,0.9708768725
802,0.9877281189
803,0.9929785728
804,1.0080860853
805,0.9813658595
806,0.9690955877
807,0.9652556181
808,0.9739211798
809,0.9780073166
810,0.9804890156
811,0.9897455573
812,0.9936518669
813,0.9857208133
814,0.9820212126
815,0.9915511012
816,0.9951508045
817,0.9750831127
818,0.9963444471
819,0.9774743915
820,1.0002895594
821,0.9925116897
822,0.9735607505
823,0.9610706568
824,0.9756469727
825,0.9874633551
826,1.0056639910
827,0.9770221710
828,0.9420356750
829,0.9861345291
830,0.9827564955
831,1.0074197054
832,0.9730288386
833,0.9746262431
834,0.9927594066
835,1.0010517836
836,0.9571968913
837,0.9702088237
838,0.9629600048
839,0.9499089122
840,0.9935550094
841,0.9688134193
842,0.9657738209
843,0.9729098678
844,0.9849547148
845,0.9836053252
846,0.9720465541
847,0.9627820849
848,0.9837087989
849,1.0032161474
850,0.9771963954
851,0.9744896293
852,0.9861596823
853,0.9824993610
854,0.9738611579
855,0.9751507640
856,0.9751865268
857,0.9955333471
858,0.9882931113
859,0.9783644080
860,0.9848676920
861,0.9726921916
862,0.9905435443
863,0.9798021317
864,0.9752137661
865,0.9849685431
866,0.9682323337
867,0.9866536856
868,0.9789937735
869,0.9700177908
870,0.9781505466
871,0.9893254638
872,0.9932639003
873,0.9855831861
874,0.9778251648
875,0.9709101915
876,0.9711517096
877,0.9995715022
878,0.9725950956
879,0.9808329344
880,0.9797117114
881,0.9961190224
882,0.9961177707
883,0.9745807648
884,0.9822389483
885,0.9816014171
886,0.9816311598
887,0.9726962447
888,0.9828602672
889,0.9880303741
890,0.9898175597
891,0.9739915729
892,0.9938368797
893,0.9912199974
894,0.9698944092
895,1.0118308067
896,0.9802458286
897,1.0048650503
898,0.9908707142
899,0.9914392829
900,0.9703235626
901,1.0022411346
902,0.9815090895
903,0.9979352355
904,0.9738380909
905,0.9699426889
906,0.9728323817
907,0.9845621586
908,0.9599358439
909,0.9900746346
910,0.9954023361
911,0.9850138426
912,0.9754883051
913,0.9847509265
914,0.9572595358
915,0.9799836874
916,0.9739483595
917,0.9915046692
918,0.9894072413
919,0.9924378395
920,0.9851047397
921,0.9689005613
922,0.9664853811
923,0.9684321880
924,0.9729679823
925,0.9812712669
926,0.9592653513
927,0.9957404137
928,0.9848049879
929,0.9748711586
930,1.0131084919
931,0.9867001772
932,1.0048825741
933,0.9634932876
934,0.9779199362
935,0.9847987890
936,0.9505405426
937,0.9563606977
938,0.9761636257
939,0.9960273504
940,0.9769245982
941,0.9864627719
942,0.9718820453
943,0.9915328026
944,1.0035741329
945,0.9668831229
946,0.9693233371
947,0.9756277800
948,0.9674595594
949,0.9684408903
950,0.9801174998
951,0.9599876404
952,0.9805497527
953,0.9999615550
954,0.9807326794
955,0.9689917564
956,0.9551538825
957,0.9795974493
958,0.9767383933
959,0.9627754688
960,0.9771043658
961,0.9713228941
962,0.9942967892
963,0.9780325890
964,0.9778098464
965,0.9754478931
966,0.9727516174
967,0.9762963057
968,0.9915328026
969,1.0026509762
970,0.9642871618
971,0.9799460173
972,0.9968611598
973,0.9875850677
974,0.9929890037
975,0.9904059768
976,0.9935544729
977,0.9765386581
978,0.9897794724
979,0.9691102505
980,0.9760703444
981,0.9884980917
982,0.9808810949
983,1.0019692183
984,0.9744574428
985,0.9847983122
986,0.9940978885
987,0.9796308279
988,0.9706430435
989,0.9680296779
990,0.9762660861
991,0.9737590551
992,1.0063493252
993,0.9767127037
994,0.9843777418
995,0.9893652797
996,0.9891403913
997,0.9771101475
998,1.0133357048
999,0.9750883579
1000,0.9945546985
1001,0.9704413414
1002,0.9763857722
1003,0.9751776457
1004,0.9801189899
1005,1.0037044287
1006,0.9640530944
1007,0.9929534793
1008,0.9743447304
1009,0.9665462375
1010,0.9634121656
1011,0.9823576808
1012,0.9858126044
1013,0.9799505472
1014,0.9729151726
1015,0.9815117717
1016,0.9872697592
1017,0.9730186462
1018,0.9818503261
1019,0.9865612984
1020,0.9660856724
1021,0.9770669341
1022,0.9722158313
1023,0.9785891771
1024,0.9431173205
1025,0.9925140142
1026,0.9669522047
1027,0.9808011055
1028,0.9893597364
1029,0.9657861590
1030,0.9716374278
1031,0.9895243645
1032,0.9987236857
1033,0.9782361984
1034,0.9900962710
1035,0.9757820964
1036,0.9988741875
1037,0.9810406566
1038,0.9607164860
1039,0.9775098562
1040,0.9713077545
1041,1.0014333725
1042,0.9923529029
1043,0.9731202126
1044,0.9911682010
1045,0.9948034286
1046,0.9779343009
1047,0.9869734645
1048,0.9768704772
1049,0.9789199233
1050,0.9644067287
1051,0.9971026182
1052,0.9705692530
1053,0.9908218384
1054,0.9975626469
1055,0.9840755463
1056,0.9792238474
1057,0.9622232914
1058,0.9865371585
1059,0.9894698858
1060,0.9582453966
1061,0.9701701403
1062,0.9692497253
1063,0.9684494734
1064,0.9792175293
1065,0.9707745314
1066,0.9735445976
1067,0.9835342169
1068,1.0052231550
1069,0.9707815647
1070,1.0019801855
1071,0.9611985087
1072,0.9693454504
1073,0.9822871685
1074,0.9838559031
1075,0.9825879335
1076,0.9972164035
1077,0.9874649048
1078,0.9796670675
1079,0.9917163253
1080,0.9792086482
1081,0.9834508896
1082,0.9943975210
1083,0.9789756536
1084,0.9522695541
1085,0.9857887626
1086,0.9702343941
1087,0.9894975424
1088,0.9811319113
1089,0.9998719692
1090,0.9759468436
1091,0.9690756798
1092,0.9905471802
1093,0.9588281512
1094,0.9846943617
1095,0.9910006523
1096,0.9844976664
1097,0.9791529179
1098,1.0070269108
1099,0.9844489098
1100,0.9780251384
1101,0.9497139454
1102,0.9836210608
1103,0.9758209586
1104,0.9727927446
1105,0.9789260626
