image_index,r_theta
0,0.9411584735
1,0.9199237823
2,0.9849805832
3,0.9419677258
4,0.9020573497
5,0.9354739189
6,0.9321044683
7,0.9320025444
8,0.9550770521
9,0.9614361525
10,0.9128462076
11,0.9614112377
12,0.9315819740
13,0.9632635117
14,0.9758426547
15,0.9228471518
16,0.9722881317
17,0.9193429351
18,0.9605554342
19,0.9338366389
20,0.9753975868
21,0.9467420578
22,0.9579188228
23,0.9371156096
24,0.9383827448
25,0.9500874877
26,0.9586709738
27,0.9279539585
28,0.9851217270
29,0.9415136576
30,0.9668821096
31,0.9444985390
32,0.9468501806
33,0.9273459315
34,0.9876980782
35,0.9381576777
36,0.9975948334
37,0.9489526749
38,0.9251737595
39,0.9772621989
40,0.9605097771
41,0.8708926439
42,0.9500002265
43,0.9612056613
44,0.9158730507
45,0.9741648436
46,0.9457486868
47,1.0033735037
48,0.9550786018
49,0.9227536917
50,0.8969749212
51,0.9395157695
52,0.9539482594
53,0.9291781187
54,0.9422594905
55,0.9615511298
56,0.8870548010
57,0.9560751319
58,0.9454826713
59,0.9038976431
60,0.9509283304
61,0.9238335490
62,0.9500904083
63,0.9210550785
64,0.9256755114
65,0.9210160971
66,0.9846357107
67,0.9558243752
68,0.9730185270
69,0.9487416744
70,0.8762669563
71,0.8735970259
72,0.9113411307
73,0.9076149464
74,0.9654237628
75,0.9348294735
76,0.9298338890
77,0.9488430023
78,0.9554686546
79,0.9433133006
80,0.9433306456
81,0.9747189283
82,0.9502918124
83,0.8806443214
84,0.9316989779
85,0.9433207512
86,0.9333410263
87,1.0220975876
88,0.9234006405
89,0.9070996046
90,0.9075714350
91,0.9745401144
92,0.9230837822
93,0.9621550441
94,0.9879817963
95,0.8934113383
96,0.9957739711
97,0.9455048442
98,0.8864786029
99,0.8980350494
100,0.9367589951
101,0.9441837072
102,0.9208432436
103,0.9535243511
104,0.9498732090
105,0.9699999690
106,0.9561322927
107,0.9292137027
108,1.0083850622
109,0.9218310118
110,0.9486216307
111,0.9335650802
112,0.9220227003
113,0.8879916072
114,0.9041728973
115,0.9987223148
116,0.9687783718
117,0.9557609558
118,0.9873928428
119,0.9546875954
120,0.9315727949
121,0.9034118652
122,0.9590736628
123,0.9331247211
124,0.9491340518
125,0.9361431003
126,0.9384516478
127,0.9561964869
128,0.9616483450
129,0.8979622722
130,0.9588143826
131,0.9836327434
132,0.9271579981
133,0.9568293095
134,0.8980678320
135,0.9798480868
136,0.9059595466
137,0.9699658155
138,0.8968718052
139,0.9901804924
140,0.9287874103
141,0.9467622042
142,0.9368726015
143,0.9499825239
144,0.9834342003
145,0.9349610209
146,0.9401418567
147,0.9267246127
148,0.9923781157
149,0.9227536917
150,0.9756698608
151,0.9242920876
152,1.0018920898
153,0.9789549708
154,0.9930949211
155,0.9374337196
156,0.9126394987
157,0.9400609732
158,0.8467717171
159,0.9688806534
160,0.9996980429
161,0.9192212820
162,0.9694063067
163,0.9578479528
164,0.9161945581
165,0.8972964287
166,0.8977050781
167,0.9516940117
168,0.9958058596
169,0.9543205500
170,0.9060696363
171,0.9773621559
172,0.9413082004
173,0.9526075721
174,0.9361824393
175,0.9384445548
176,0.8870679736
177,0.9997627139
178,0.9813287258
179,0.9235069156
180,0.9449121356
181,0.9329686165
182,0.9679422379
183,0.8999724388
184,0.8924151659
185,0.9524182081
186,0.9457966685
187,0.9273297191
188,0.9491236210
189,0.9178422689
190,0.9467957020
191,0.9800602794
192,0.9215067625
193,0.9639686346
194,0.9117025137
195,0.9050153494
196,0.9801814556
197,0.9566286802
198,0.9221188426
199,0.9282482862
200,0.9748262763
201,0.9615749121
202,0.9296066761
203,0.9621371627
204,0.9585902095
205,0.8784062266
206,0.9345318079
207,0.9254292846
208,0.9375264645
209,0.9617922306
210,0.9962083697
211,0.8481909037
212,0.9166676402
213,0.9582907557
214,0.9394410849
215,0.9665977359
216,0.9483611584
217,0.9037079215
218,0.8987677097
219,0.9716204405
220,1.0153172016
221,0.9458870888
222,0.9333792925
223,0.9474645853
224,0.9149827957
225,0.9368891716
226,0.9420479536
227,0.9331032634
228,0.9275088310
229,0.9440991282
230,0.9226128459
231,0.9535848498
232,0.9226137996
233,0.9817668796
234,0.9639398456
235,0.8941879272
236,0.9719486237
237,0.9390117526
238,0.9583121538
239,0.9490742683
240,0.9830960035
241,0.9494179487
242,0.9582931399
243,0.9919862747
244,0.9610692859
245,1.0090315342
246,0.9535031319
247,0.9354798794
248,0.9463067055
249,0.9867439270
250,0.9020854831
251,0.9286007881
252,0.9598478079
253,0.9462288618
254,0.9311839938
255,1.0173500776
256,0.9589807391
257,0.9759485126
258,0.9299968481
259,0.9510855675
260,0.9353526831
261,0.9277409315
262,0.9307395816
263,0.9712595940
264,0.9085964561
265,0.9685415030
266,0.9381535053
267,0.9779693484
268,0.9633118510
