image,VLB_BPD
0.png,1.2372336387634277
1.png,1.188135027885437
10.png,1.0232676267623901
100.png,1.4934014081954956
1000.png,0.7532306909561157
1001.png,1.5934593677520752
1002.png,1.0623047351837158
1003.png,1.5960979461669922
1004.png,1.1608097553253174
1005.png,0.9627194404602051
1006.png,1.1020243167877197
1007.png,0.9641187191009521
1008.png,1.4471575021743774
1009.png,1.025588035583496
101.png,1.5692038536071777
1010.png,1.1461859941482544
1011.png,1.0561821460723877
1012.png,0.8706052899360657
1013.png,0.7432317733764648
1014.png,1.4546972513198853
1015.png,1.0410850048065186
1016.png,1.240944743156433
1017.png,1.2394061088562012
1018.png,1.549087643623352
1019.png,0.7950748801231384
102.png,1.373504638671875
1020.png,0.8895199298858643
1021.png,1.7359954118728638
1022.png,1.8139970302581787
1023.png,1.1484133005142212
1024.png,0.9209046363830566
1025.png,0.9144487977027893
1026.png,0.9780380725860596
1027.png,1.5008145570755005
1028.png,1.2429258823394775
1029.png,1.3875025510787964
103.png,1.1066608428955078
1030.png,0.9065576791763306
1031.png,0.919391930103302
1032.png,1.596996545791626
1033.png,1.1078969240188599
1034.png,1.3538380861282349
1035.png,1.505245566368103
1036.png,0.9774332642555237
1037.png,1.196120262145996
1038.png,0.6731870174407959
1039.png,1.6595500707626343
104.png,0.9555478096008301
1040.png,1.1222442388534546
1041.png,0.9112504720687866
1042.png,1.0168802738189697
1043.png,0.9162741303443909
1044.png,1.00725519657135
1045.png,1.5123066902160645
1046.png,0.7953304648399353
1047.png,1.1276936531066895
1048.png,1.1687016487121582
1049.png,1.2285444736480713
105.png,0.9932699799537659
1050.png,1.622270941734314
1051.png,1.508276104927063
1052.png,0.9984927773475647
1053.png,1.1237819194793701
1054.png,1.8928686380386353
1055.png,1.9453659057617188
1056.png,0.7920447587966919
1057.png,0.9860478639602661
1058.png,1.34225332736969
1059.png,0.803155779838562
106.png,0.7460039258003235
1060.png,1.3174464702606201
1061.png,1.2529505491256714
1062.png,1.2275440692901611
1063.png,0.6556525230407715
1064.png,1.7233093976974487
1065.png,1.1048531532287598
1066.png,1.0465216636657715
1067.png,1.4701061248779297
1068.png,0.7872547507286072
1069.png,0.8129531145095825
107.png,1.067279577255249
1070.png,1.0600513219833374
1071.png,1.0480810403823853
1072.png,1.0230718851089478
1073.png,1.7638144493103027
1074.png,1.530674934387207
1075.png,1.0816422700881958
1076.png,0.839739978313446
1077.png,1.5746097564697266
1078.png,1.3953865766525269
1079.png,0.9583145976066589
108.png,1.229243516921997
1080.png,1.553063988685608
1081.png,0.8795605301856995
1082.png,1.892189621925354
1083.png,0.9830203056335449
1084.png,0.8454011082649231
1085.png,1.630083441734314
1086.png,0.894096314907074
1087.png,1.2554864883422852
1088.png,1.0319887399673462
1089.png,1.1196999549865723
109.png,1.3053010702133179
1090.png,0.6772204637527466
1091.png,1.131111979484558
1092.png,0.7582259178161621
1093.png,0.8078160285949707
1094.png,1.1763955354690552
1095.png,1.0287084579467773
1096.png,1.7848902940750122
1097.png,1.3341906070709229
1098.png,1.4554579257965088
1099.png,0.9721195697784424
11.png,1.4226200580596924
110.png,1.2407217025756836
1100.png,1.0085011720657349
1101.png,1.3121867179870605
1102.png,0.752878725528717
1103.png,0.858819305896759
1104.png,1.2478418350219727
1105.png,1.1907531023025513
1106.png,0.9088039994239807
1107.png,1.0999153852462769
1108.png,1.1483442783355713
1109.png,1.1959806680679321
111.png,1.7963908910751343
1110.png,1.4944366216659546
1111.png,1.3177309036254883
1112.png,0.6419260501861572
1113.png,1.0551189184188843
1114.png,1.0500731468200684
1115.png,0.9291156530380249
1116.png,1.2381305694580078
1117.png,1.4272428750991821
1118.png,0.8821370601654053
1119.png,1.2388322353363037
112.png,1.4374030828475952
1120.png,1.0646013021469116
1121.png,1.5166455507278442
1122.png,0.9366879463195801
1123.png,1.2701634168624878
1124.png,0.9133051633834839
1125.png,1.3320207595825195
1126.png,1.2387114763259888
1127.png,1.2451573610305786
1128.png,0.9502248167991638
1129.png,1.5269962549209595
113.png,1.799924612045288
1130.png,1.0592235326766968
1131.png,0.9600996375083923
1132.png,1.207306981086731
1133.png,1.5881707668304443
1134.png,1.0595449209213257
1135.png,0.9924585819244385
1136.png,1.0463676452636719
1137.png,1.4099777936935425
1138.png,1.2771234512329102
1139.png,0.8237934708595276
114.png,0.7927014827728271
1140.png,1.0660053491592407
1141.png,1.0699900388717651
1142.png,0.9804865121841431
1143.png,0.8524343967437744
1144.png,1.3555960655212402
1145.png,0.7906631827354431
1146.png,1.191864013671875
1147.png,1.176033854484558
