method,timestep,n,snr_mean_db,snr_std_db,snr_ci95_db,psnr_mean_db,psnr_std_db,psnr_ci95_db,lpips_mean,lpips_std,lpips_ci95
ddpm,0,50000,74.26970497871444,2.3753937541008576,0.020821244277391918,80.0,0.0,0.0,0.0,0.0,0.0
ddpm,10,50000,26.83577174204816,2.490791943356107,0.02183275400436,32.566068892173774,0.31927420128539474,0.002798561764741486,0.0014621028333615658,0.0021562656201841056,1.8900501496767418e-05
ddpm,20,50000,22.36067173268319,2.5048614536883376,0.021956078699890972,28.090968857078565,0.3517582700083724,0.003083297181274869,0.005128576273238862,0.006941995550598263,6.084927388650408e-05
ddpm,30,50000,19.504474891154825,2.50450530066212,0.02195295688097307,25.234772010421736,0.36528022008661515,0.0032018222995630415,0.011267143410975074,0.013354744928245284,0.00011705950052836987
ddpm,40,50000,17.39975610895273,2.5011559184957664,0.02192359825184323,23.130053236503556,0.37112194286832606,0.0032530272574058518,0.019757423214356057,0.020620429376725875,0.0001807460327014433
ddpm,50,50000,15.73701932207883,2.4951529319295505,0.021870979754605332,21.467316458320543,0.37193974248666595,0.003260195587117091,0.03020141334653142,0.0281415839186393,0.00024667185897544216
ddpm,60,50000,14.367068670370278,2.4883966374562294,0.02181175822242939,20.097365791206375,0.36962872106780115,0.003239938591236135,0.04203777607505696,0.035196897002428895,0.0003085144048343992
ddpm,70,50000,13.206708222511594,2.4816337656551135,0.021752479037433377,18.937005354499725,0.36490721167731394,0.0031985527366982856,0.054994646428618496,0.041916127573502764,0.00036741105758298953
ddpm,80,50000,12.204447588438217,2.4736142197109197,0.02168218461790417,17.934744717178333,0.3569176757653673,0.003128521366699755,0.0687090570113158,0.04794456652765873,0.0004202526548378154
ddpm,90,50000,11.32575574111851,2.4660391734128178,0.021615786409559534,17.056052867889342,0.34620042400816575,0.0030345805131323147,0.08297921943026584,0.053479603293267355,0.0004687693912239923
ddpm,100,50000,10.546296576542117,2.458250788504657,0.021547518205848378,16.276593708152774,0.33278292885257815,0.002916970982610096,0.09761671388111998,0.058452740116579714,0.0005123608574574608
ddpm,200,50000,5.803535108364432,2.374318707658118,0.02081182107984617,11.533832239913945,0.12622794055315262,0.0011064366824876744,0.23915173485033187,0.08152151689101039,0.0007145676013170106
ddpm,300,50000,3.6610381487279513,2.3303580900480947,0.020426489276955336,9.391335277805323,0.2747910791518241,0.0024086500077684955,0.34047021057784443,0.08322240791171087,0.0007294765684598632
ddpm,400,50000,2.5653562451511767,2.320356237616876,0.020338819174961796,8.295653375034316,0.4712871326666405,0.004131013857009195,0.3982914583683007,0.08469381673250678,0.0007423740354321536
ddpm,500,50000,1.9650227246906673,2.3233403516216447,0.0203649760874895,7.695319851360349,0.6049434358939145,0.00530256300918823,0.4280876081275932,0.08708904824033076,0.000763369165287661
ddpm,600,50000,1.6308953286196293,2.3314602694556137,0.0204361503054235,7.3611924539661295,0.6909889772556854,0.006056785433399333,0.4424182104229927,0.08876781416766756,0.0007780841974364565
ddpm,700,50000,1.4478767980665754,2.337733983148948,0.02049114183055899,7.178173923397066,0.7440213032108852,0.0065216342658950864,0.44861911334589055,0.08983543397202229,0.0007874422976265723
