image_index,r_theta
0,0.9915146828
1,0.9555446506
2,0.9678293467
3,1.0107791424
4,0.9741421938
5,0.9881221652
6,0.9609252214
7,1.0241596699
8,0.9878534675
9,0.9946922064
10,0.9783632755
11,1.0525348186
12,0.9419836998
13,0.9876706004
14,0.9704766273
15,0.9921063185
16,1.0016565323
17,0.9855820537
18,0.9801691771
19,0.9992226958
20,0.9938530922
21,1.0044829845
22,0.9586202502
23,0.9784979820
24,0.9876558185
25,1.0217037201
26,0.9707278609
27,1.0025905371
28,1.0094283819
29,0.9732232094
30,0.9897786975
31,0.9659106135
32,0.9867799282
33,0.9868142009
34,0.9723904133
35,0.9704458714
36,0.9967307448
37,0.9946932197
38,1.0081691742
39,0.9366381168
40,1.0115441084
41,0.9616295695
42,0.9848677516
43,0.9549831152
44,0.9839725494
45,1.0273883343
46,1.0150022507
47,0.9576293826
48,0.9829881191
49,0.9607801437
50,1.0028076172
51,1.0150644779
52,0.9811952114
53,0.9492809176
54,0.9413275123
55,0.9765927196
56,0.9929549098
57,0.9977743030
58,0.9878891706
59,0.9662985206
60,1.0060892105
61,0.9734579325
62,0.9949222803
63,0.9849569798
64,0.9854633212
65,0.9699968100
66,0.9985898733
67,0.9859271049
68,1.0113943815
69,0.9733257294
70,0.9851509929
71,0.9860734940
72,1.0189564228
73,0.9974898100
74,0.9894832373
75,1.0119620562
76,0.9853360057
77,0.9887733459
78,0.9720028639
79,0.9643824100
80,0.9936906099
81,0.9493566751
82,0.9472024441
83,1.0087569952
84,0.9668310881
85,0.9847423434
86,1.0320919752
87,1.0094170570
88,1.0082154274
89,0.9870356321
90,0.9616667032
91,0.9959489703
92,0.9823650122
93,1.0226315260
94,1.0534946918
95,0.9914183617
96,1.0015826225
97,0.9816460013
98,0.9978243709
99,1.0130836964
100,1.0279483795
101,0.9767529368
102,0.9835593700
103,0.9986673594
104,1.0120081902
105,1.0194578171
106,0.9661408663
107,0.9656313658
108,0.9102458954
109,1.0077413321
110,0.9791901112
111,0.9536789656
112,0.9612566233
113,0.9683410525
114,0.9828324318
115,1.0146937370
116,0.9880717993
117,0.9633318782
118,1.0016149282
119,1.0001218319
120,0.9825996161
121,1.0052818060
122,0.9754948616
123,0.9796690345
124,0.9804856181
125,0.9865903854
126,0.9807736278
127,1.0201896429
128,0.9626554847
129,1.0012741089
130,0.9973396063
131,0.9802429080
132,1.0390542746
133,0.9962374568
134,0.9719364047
135,0.9751326442
136,1.0043638945
137,0.9841284752
138,0.9635387659
139,0.9906067848
140,0.9360687733
141,0.9992809296
142,1.0223187208
143,0.9945085049
144,1.0037200451
145,1.0151344538
146,0.9774681926
147,0.9961780310
148,1.0321147442
149,0.9926958084
150,0.9841446877
151,1.0267051458
152,0.9784865379
153,1.0009911060
154,1.0205301046
155,0.9955915213
156,0.9852501750
157,0.9839563370
158,0.9588839412
159,1.0095967054
160,1.0627216101
161,0.9791762829
162,0.9846925735
163,0.9536487460
164,0.9936548471
165,1.0199656487
166,0.9836500883
167,0.9687301517
168,0.9712571502
169,0.9957795143
170,0.9940046668
171,0.9864565730
172,0.9708694816
173,0.9981088042
174,1.0206413269
175,0.9874442816
176,1.0074877739
177,1.0138251781
178,0.9763517380
179,1.0327107906
180,0.9582318664
181,1.0019887686
182,0.9785820246
183,1.0041720867
184,1.0296285152
185,0.9788016081
186,0.9918017387
187,1.0225465298
188,0.9976248741
189,0.9984197021
190,1.0034701824
191,0.9482842684
192,0.9989799261
193,1.0136146545
194,0.9626803398
195,0.9515747428
196,0.9755383730
197,1.0005816221
198,0.9689607620
199,0.9979960322
200,0.9947738647
201,0.9683216810
202,0.9710451365
203,0.9646468163
204,1.0420384407
205,0.9581240416
206,0.9737579226
207,0.9834439754
208,0.9795071483
209,1.0068019629
210,0.9799555540
211,0.9790398479
212,0.9886530638
213,0.9759505987
214,0.9698736072
215,0.9860845804
216,0.9742434025
217,0.9951755404
218,0.9794567823
219,0.9910694957
220,0.9649877548
221,0.9909046888
222,0.9826209545
223,1.0113705397
224,0.9802650809
225,0.9855612516
226,0.9723854065
227,0.9879832268
228,0.9883033633
229,0.9837589264
230,1.0141514540
231,0.9531323314
232,1.0191679001
233,0.9910992980
234,0.9827329516
235,0.9736446738
236,0.9794502258
237,0.9559835196
238,1.0049810410
239,0.9597716331
240,0.9700264931
241,1.0042281151
242,0.9879090190
243,0.9563304782
244,0.9639298320
245,0.9887243509
246,0.9943159819
247,1.0022330284
248,0.9749855995
249,0.9425858259
250,0.9520702362
251,0.9473552704
252,0.9814370871
253,0.9996228218
254,0.9606889486
255,0.9743661284
256,1.0021138191
257,0.9927088618
258,1.0100729465
259,1.0142543316
260,0.9721280336
261,1.0007218122
262,0.9532335997
263,0.9731340408
264,0.9901620746
265,0.9785476923
266,0.9523754120
267,0.9848079681
268,0.9859389067
269,1.0045129061
270,0.9804238677
271,0.9993769526
272,1.0014543533
273,0.9896293879
274,0.9850999117
275,1.0003589392
276,0.9969434738
277,0.9365649223
278,0.9981369972
279,0.9625967741
280,1.0029267073
281,0.9801239967
282,0.9702798724
283,0.9875121117
284,0.9706156254
285,0.9965647459
286,0.9900534153
287,0.9747213721
288,0.9703976512
289,1.0206720829
290,0.9637303352
291,0.9662923813
292,0.9923324585
293,0.9653357267
294,0.9803215861
295,1.0105755329
296,0.9797493815
297,0.9815796614
298,1.0293239355
299,1.0040317774
300,0.9486832023
301,1.0450959206
302,1.0031549931
303,1.0376160145
304,0.9932287931
305,0.9686654806
306,0.9526297450
307,1.0014553070
308,0.9743971825
309,1.0219211578
310,0.9931377769
311,1.0278196335
312,0.9657478333
313,1.0115592480
314,1.0023487806
315,0.9793930054
316,0.9858751297
317,1.0072160959
318,1.0088691711
319,1.0013291836
320,1.0224704742
321,0.9903408885
322,0.9844020605
323,0.9772841334
324,0.9917087555
325,0.9757403135
326,0.9721896648
327,0.9900689125
328,0.9690551758
329,0.9663176537
330,0.9925560355
331,1.0007004738
332,0.9881798625
333,0.9989790320
334,0.9991225004
335,1.0165300369
336,1.0111421347
337,0.9677616954
338,0.9512100220
339,1.0287458897
340,0.9695621729
341,1.0281448364
342,1.0046445131
343,0.9888615608
344,0.9864756465
345,0.9745749831
346,0.9816174507
347,1.0323871374
348,0.9600167274
349,0.9753481746
350,0.9945854545
351,0.9846820831
352,1.0360701084
353,1.0085289478
354,0.9458307624
355,0.9966580272
356,0.9815759659
357,0.9490280151
358,1.0268619061
359,1.0231863260
360,0.9463907480
361,1.0074875355
362,1.0049610138
363,1.0134730339
364,0.9764846563
365,1.0116229057
366,1.0056236982
367,0.9721868038
368,1.0369479656
369,0.9796125889
370,1.0038828850
371,0.9905936718
372,1.0329134464
373,1.0130667686
374,0.9801368713
375,0.9788917303
376,0.9626085162
377,0.9788718224
378,0.9802300334
379,0.9693875313
380,0.9459053278
381,1.0157926083
382,0.9769214392
383,0.9831161499
384,0.9687905312
385,0.9654573202
386,0.9877796173
387,1.0054806471
388,0.9804217219
389,0.9780446887
390,0.9651939273
391,0.9415733218
392,0.9934314489
393,0.9841746092
394,1.0003309250
395,0.9681352377
396,0.9775391817
397,0.9936765432
398,0.9666380882
399,0.9536527395
400,1.0011631250
401,0.9853836894
402,1.0055196285
403,0.9826771021
404,0.9898287654
405,0.9868214130
406,0.9808885455
407,0.9858223796
408,0.9849106669
409,0.9895566702
410,1.0063294172
411,0.9601055980
412,1.0011669397
413,1.0003221035
414,1.0111218691
415,1.0005617142
416,0.9566609263
417,0.9408420920
418,0.9774860740
419,0.9819461107
420,0.9819152355
421,1.0067257881
422,1.0202491283
423,0.9964463115
424,0.9709328413
425,0.9892253876
426,0.9808914065
427,1.0269334316
428,1.0579236746
429,0.9887093306
430,0.9991855621
431,1.0298268795
432,1.0145423412
433,1.0011534691
434,0.9729436636
435,1.0083578825
436,0.9677075148
437,1.0071465969
438,0.9916133285
439,0.9985285997
440,1.0085626841
441,1.0011832714
442,0.9532431364
443,0.9277011752
444,0.9320847988
445,0.9826449156
446,1.0350304842
447,0.9696218967
448,0.9864549637
449,0.9981295466
450,1.0131711960
451,0.9819308519
452,0.9937558174
453,0.9690346718
454,0.9844602346
455,0.9729281664
456,0.9985234141
457,0.9995744228
458,0.9921339750
459,0.9829149246
460,1.0202872753
461,0.9900088310
462,0.9828581810
463,0.9790760875
464,1.0385569334
465,0.9461635351
466,0.9999760389
467,0.9807167053
468,1.0389583111
469,0.9584152102
470,1.0352033377
471,0.9549735785
472,0.9769024849
473,0.9975191355
474,1.0102133751
475,0.9513842463
476,0.9499367476
477,1.0255045891
478,0.9985281825
479,0.9908609390
480,1.0045666695
481,0.9982554317
482,0.9674957991
483,0.9742883444
484,0.9729080200
485,0.9950666428
486,0.9729095697
487,0.9771438837
488,0.9626835585
489,0.9938950539
490,0.9912091494
491,1.0052475929
492,0.9744750261
493,0.9808562994
494,0.9691128135
495,0.9949206114
496,1.0052808523
497,0.9713910818
498,0.9550887942
499,0.9237450361
500,0.9697260857
501,1.0141252279
502,0.9993423223
503,1.0047140121
504,0.9954376221
505,1.0114260912
506,1.0017064810
507,0.9744214416
508,0.9299744368
509,1.0253493786
510,0.9688495994
511,0.9912769198
512,0.9666235447
513,0.9927573204
514,1.0365918875
515,0.9763673544
516,0.9985841513
517,0.9621369839
518,1.0178613663
519,1.0072386265
520,1.0151305199
521,0.9659339786
522,0.9460808635
523,1.0179530382
524,0.9950429797
525,0.9844645858
526,0.9819061160
527,0.9848452806
528,0.9877120852
529,0.9564865828
530,0.9533791542
531,1.0026557446
532,1.0091998577
533,1.0105823278
534,0.9560313225
535,0.9812409282
536,0.9610360861
537,0.9984036684
538,1.0001316071
539,1.0119593143
540,0.9959237576
541,0.9943960905
542,0.9841780066
543,0.9866716266
544,0.9974865913
545,1.0199984312
546,1.0051176548
547,1.0064963102
548,0.9661996365
549,1.0164259672
550,1.0090547800
551,0.9979404211
552,0.9912528992
553,0.9743880033
554,0.9734365344
555,0.9932316542
556,1.0075192451
557,1.0098187923
558,0.9809945822
559,0.9633812904
560,0.9749540687
561,0.9822009802
562,1.0033388138
563,1.0193480253
564,0.9834717512
565,1.0335472822
566,0.9307576418
567,0.9880878329
568,0.9952912331
569,0.9858604670
570,1.0196439028
571,0.9725898504
572,0.9648584127
573,1.0164823532
574,0.9926500320
575,0.9425469637
576,0.9857262969
577,1.0118887424
578,0.9482445717
579,0.9795803428
580,0.9793373942
581,0.9976845980
582,1.0012538433
583,0.9864841700
584,1.0045850277
585,0.9572525024
586,0.9876757860
587,0.9953593016
588,1.0212205648
589,0.9775665998
590,0.9845252037
591,0.9676742554
592,0.9824130535
593,0.9817835689
594,0.9970566630
595,0.9825994968
596,1.0060914755
597,1.0125578642
598,1.0116332769
599,0.9894201159
600,0.9665070772
601,0.9916846156
602,0.9918355942
603,1.0008537769
604,0.9969793558
605,0.9888319969
606,0.9924191236
607,0.9205579758
608,0.9723961353
609,0.9886373281
610,0.9877665043
611,1.0089168549
612,0.9869256020
613,0.9725779891
614,0.9969806671
615,1.0234187841
616,1.0233438015
617,1.0243712664
618,0.9580163956
619,0.9981843233
620,0.9612416029
621,0.9802479148
622,0.9811445475
623,0.9914233088
624,1.0336034298
625,0.9911610484
626,0.9532721043
627,1.0016595125
628,0.9256443977
629,0.9918999672
630,0.9779871702
631,1.0179685354
632,0.9849349260
633,0.9986869693
634,1.0010900497
635,0.9918912649
636,0.9901862144
637,0.9748479724
638,0.9899703860
639,0.9943417907
640,1.0013010502
641,0.9680149555
642,0.9772867560
643,0.9735853076
644,0.9789196849
645,0.9793345928
646,0.9598018527
647,0.9806267619
648,1.0061104298
649,1.0120863914
650,0.9614765048
651,0.9798223972
652,0.9954718351
653,0.9980432987
654,1.0214737654
655,0.9986308813
656,0.9769200683
657,0.9760641456
658,1.0341528654
659,0.9873315096
660,1.0285680294
661,1.0223658085
662,1.0055165291
663,0.9485111237
664,1.0025835037
665,1.0157442093
666,0.9937361479
667,0.9796445370
668,0.9957634807
669,1.0068420172
670,0.9682311416
671,0.9811904430
672,0.9891933799
673,1.0318293571
674,0.9879757762
675,1.0092943907
676,0.9890303612
677,0.9660467505
678,1.0040707588
679,0.9908142090
680,0.9798898697
681,0.9359300137
682,1.0114711523
683,0.9814763069
684,0.9855045676
685,0.9822896719
686,0.9733683467
687,0.9886369109
688,0.9962152839
689,0.9764227867
690,0.9724075198
691,0.9665941000
692,0.9867631197
693,0.9740060568
694,0.9902606010
695,0.9866532087
696,0.9778671265
697,1.0084418058
698,1.0091218948
699,0.9766006470
700,0.9846951365
701,0.9699540138
702,1.0234842300
703,1.0058608055
704,0.9880561233
705,1.0022943020
706,0.9860867858
707,1.0511021614
708,1.0358399153
709,0.9941463470
710,0.9854820967
711,0.9568297863
712,0.9520787597
713,0.9667584300
714,0.9856507182
715,0.9884175658
716,1.0309214592
717,0.9620601535
718,0.9840438366
719,0.9979757071
720,0.9609321952
721,1.0037462711
722,0.9451770782
723,0.9861804247
724,0.9721789360
725,0.9793940783
726,0.9737292528
727,0.9859807491
728,0.9784592390
729,1.0155732632
730,1.0015774965
731,0.9845194817
732,1.0097552538
733,0.9945620894
734,1.0125520229
735,1.0646927357
736,0.9644123316
737,1.0063769817
738,0.9975106120
739,1.0449330807
740,0.9787148833
741,0.9533870220
742,1.0469874144
743,0.9810317755
744,0.9905368686
745,0.9813159704
746,0.9815437198
747,0.9773164988
748,0.9623929858
749,1.0111089945
750,0.9608392119
751,0.9565911293
752,1.0016294718
753,0.9743699431
754,0.9940127134
755,0.9407173991
756,0.9721249938
757,1.0138490200
758,0.9602269530
759,1.0094584227
760,1.0142878294
761,0.9875400066
762,0.9629724026
763,1.0194311142
764,0.9890110493
765,0.9998523593
766,0.9953076243
767,0.9853186607
768,0.9522252083
769,0.9964577556
770,0.9965010881
771,1.0104267597
772,0.9435174465
773,0.9427158833
774,0.9793752432
775,0.9311963320
776,0.9405912161
777,0.9586604834
778,0.9882704616
779,1.0027595758
780,0.9814767241
781,0.9581865668
782,0.9939326048
783,0.9839328527
784,0.9852428436
785,0.9900330305
786,0.9833580852
787,0.9381300807
788,0.9771336317
789,0.9553605914
790,0.9803384542
791,1.0148624182
792,0.9965187907
793,0.9699542522
794,0.9806050062
795,0.9979690909
796,0.9763300419
797,0.9912964106
798,0.9560903311
799,1.0004261732
800,0.9945496321
801,0.9859527349
802,0.9468702078
803,0.9956440926
804,0.9878455997
805,1.0431597233
806,1.0342328548
807,0.9616043568
808,0.9937145710
809,1.0018150806
810,0.9672404528
811,1.0191715956
812,0.9926693439
813,0.9974595308
814,1.0117472410
815,1.0089122057
816,0.9588888884
817,0.9746230841
818,0.9939761162
819,0.9949850440
820,0.9890748858
821,0.9750791788
822,0.9449423552
823,0.9169009924
824,1.0148423910
825,1.0216000080
826,0.9623553753
827,0.9356850386
828,1.0194809437
829,0.9934725761
830,1.0040825605
831,1.0311999321
832,0.9761397243
833,0.9737515450
834,1.0158407688
835,0.9564811587
836,1.0014132261
837,0.9669045806
838,1.0175940990
839,1.0355131626
840,1.0250368118
841,0.9898641109
842,0.9675879478
843,0.9834551811
844,1.0022127628
845,1.0024225712
846,0.9960386157
847,1.0086559057
848,0.9907846451
849,0.9803256989
850,0.9690727592
851,0.9488028288
852,0.9886956215
853,0.9996128082
854,1.0603064299
855,0.9994818568
856,0.9675105810
857,1.0408164263
858,0.9730043411
859,0.9861054420
860,1.0164172649
861,0.9767012000
862,1.0028946400
863,1.0148272514
864,0.9846237898
865,1.0131754875
866,0.9717423320
867,1.0359693766
868,1.0052335262
869,1.0036988258
870,0.9875251651
871,0.9589498043
872,0.9858199954
873,1.0156350136
874,0.9285079837
875,1.0060875416
876,1.0109353065
877,1.0186524391
878,1.0048139095
879,0.9628734589
880,1.0170384645
881,0.9739858508
882,0.9963322878
883,0.9752730131
884,0.9665768147
885,0.9976410866
